71.67	39.27	34	-5.58	9.32	-3.74	-4.25	-2.95	-0.96	24
78.13	31.28	10	-3.93	-0.67	4.59	1.33	1.56	0.29	23
69.89	35.62	78	-3.15	4.15	-1.0	2.86	2.2	0.45	23
81.78	35.68	10	-1.01	-0.31	1.31	1.0	-1.44	0.36	24
72.19	35.11	264	-1.16	1.28	-0.12	-0.52	0.09	-0.18	24
69.76	36.29	225	0.76	-4.52	3.76	6.19	-1.05	-1.3	23
81.59	30.1	15	-3.64	-1.52	5.15	-1.36	2.47	0.33	23
82.06	35.76	15	-4.86	0.3	4.56	3.11	-1.21	-0.47	24
72.5	39.14	15	-0.02	0.04	-0.02	-0.24	-1.01	-0.94	24
82.24	31.71	10	-3.12	0.26	2.86	-1.49	1.1	0.06	25
73.11	37.34	10	-1.93	0.18	1.75	0.58	0.09	-0.43	24
82.36	36.07	10	-0.38	-0.79	1.17	0.69	-0.6	-0.22	24
69.41	34.04	15	-1.02	-1.34	2.36	2.0	-1.67	-1.11	24
71.55	37.34	136	0.09	1.02	-1.11	-1.04	-2.05	0.51	24
70.96	35.99	126	0.07	-0.69	0.61	1.72	-0.64	-0.9	24
70.78	36.1	113	-1.01	1.41	-0.4	2.02	1.11	0.45	24
83.77	29.3	34	-0.33	0.06	0.28	-0.72	1.93	1.76	24
63.72	29.65	157	-1.05	-0.1	1.15	-0.38	0.53	-0.61	25
68.1	30.41	15	-0.35	0.45	-0.1	3.82	2.35	-0.49	24
73.6	38.23	128	-0.89	-0.18	1.08	-0.64	-1.25	-1.37	24
72.83	36.91	15	-1.74	0.57	1.18	0.28	-0.48	-1.4	24
72.85	37.04	18	-1.26	-0.42	1.67	0.84	-0.75	-0.59	25
72.84	37.18	33	-0.85	-0.31	1.15	0.72	-0.64	-0.37	24
73.08	37.2	17	-5.89	-0.92	6.8	0.63	0.03	-0.76	23
68.93	37.45	15	-1.1	-1.3	2.4	9.0	-3.86	-7.17	23
72.59	37.29	15	-4.12	-1.86	5.98	1.08	-0.67	-2.84	24
81.12	35.18	33	-4.15	1.21	2.94	0.44	2.03	0.39	23
67.18	33.15	33	-4.76	0.75	4.01	-2.06	-1.66	0.81	23
72.38	38.7	44	-1.95	-0.97	2.92	0.65	-1.69	0.33	24
71.86	37.35	131	-2.74	1.45	1.29	-3.62	-2.25	1.32	24
70.81	36.51	279	-1.62	-0.53	2.14	2.36	-0.01	2.26	24
71.46	37.3	106	-4.33	3.51	0.82	-1.7	-2.86	2.43	23
71.31	37.27	130	-2.51	6.02	-3.5	-3.16	-6.43	-0.26	23
65.19	28.05	39	-4.54	2.84	1.7	-3.44	-0.27	3.96	23
67.84	30.8	15	-0.47	0.44	0.03	2.32	0.88	0.15	24
73.26	38.4	33	-7.73	0.67	7.06	2.22	-3.85	-1.68	23
77.42	38.97	33	1.4	-5.58	4.18	-4.24	2.8	-0.83	23
67.79	30.79	15	-1.95	1.9	0.05	7.62	1.86	0.49	24
77.03	39.52	15	-6.08	2.09	3.99	1.12	-5.95	6.73	24
76.99	39.48	33	-8.35	2.18	6.17	1.03	-4.71	3.68	23
76.93	39.61	15	-1.36	0.19	1.18	0.14	-1.15	1.12	25
77.2	39.64	16	-9.41	4.86	4.56	2.11	-2.18	6.1	23
77.42	41.23	33	1.37	-3.54	2.17	-0.28	-7.87	1.75	23
77.13	39.67	15	-2.18	0.23	1.95	-0.2	-2.07	1.48	24
77.3	39.47	32	-2.52	1.93	0.59	-1.26	-0.81	2.06	23
73.21	36.75	69	-6.04	-3.26	9.3	3.47	-3.49	4.03	23
70.56	36.78	77	-1.98	-0.42	2.4	2.8	1.29	2.62	23
69.74	29.2	15	-0.26	0.36	-0.1	-1.67	-0.6	-0.85	24
69.23	36.37	24	1.32	-1.23	-0.09	4.36	-2.46	-4.31	23
70.53	36.04	106	-0.58	1.3	-0.72	2.24	1.57	0.47	25
70.19	30.13	18	0.89	-0.73	-0.16	-3.94	-0.95	-3.34	23
72.19	37.58	190	-1.29	-1.04	2.33	3.97	-2.97	-2.0	23
72.03	39.4	15	-1.04	1.27	-0.23	1.34	0.79	-0.11	24
75.91	33.32	29	-2.39	-0.7	3.09	6.35	-5.32	2.95	23
69.59	36.22	15	1.12	0.83	-1.96	4.05	-2.85	-1.05	23
81.25	30.13	15	-2.31	-0.48	2.79	-1.5	-0.14	0.24	24
70.71	36.16	161	-3.39	-2.24	5.63	3.85	0.01	2.3	23
74.64	35.56	33	-1.21	0.44	0.77	-0.06	-0.09	0.5	24
74.7	35.1	17	-8.14	1.96	6.18	1.28	5.71	4.44	23
74.66	35.52	15	-2.97	1.15	1.82	-2.06	-0.7	1.16	25
69.79	35.55	112	-0.26	0.21	0.05	1.64	0.38	-0.28	24
75.32	38.71	15	-2.09	-0.01	2.1	-0.26	-2.25	-3.13	24
83.42	32.6	29	-2.27	-0.12	2.39	0.84	0.81	0.31	23
78.58	36.6	22	-1.48	1.43	0.05	-0.81	-0.12	-0.31	23
83.78	30.56	13	-2.14	-0.22	2.36	-0.39	-0.03	-0.61	25
83.63	30.35	14	-3.24	-0.42	3.67	-1.05	0.02	-0.62	23
74.44	34.91	20	-1.07	0.79	0.29	-0.98	-0.35	0.24	23
74.34	35.16	12	-4.34	3.22	1.11	-0.78	-2.06	2.23	23
71.7	39.3	75	-4.03	0.85	3.19	0.39	0.85	-1.74	23
72.4	38.18	134	-2.31	1.34	0.98	-2.3	-0.86	-2.33	24
83.77	30.24	12	-2.96	-0.64	3.59	0.03	-0.25	-0.75	25
83.72	30.54	19	-1.49	0.17	1.31	0.96	-0.56	-0.11	24
83.76	30.25	20	-3.84	-1.15	4.99	0.2	-0.07	-0.75	23
67.69	30.39	12	-1.12	0.95	0.17	7.66	4.08	0.18	23
69.6	38.59	12	-3.75	1.5	2.24	-0.9	-0.27	2.28	23
69.63	38.88	15	-3.22	0.78	2.45	0.48	2.94	2.74	23
80.31	30.06	31	-0.97	-0.71	1.68	-0.55	-0.06	0.38	23
81.47	33.7	31	-1.62	-1.2	2.83	0.38	-0.22	0.15	23
71.7	39.22	13	3.37	-5.24	1.87	-0.12	1.01	-3.65	24
