-175.7	51.68	30	3.83	-3.19	-0.64	4.16	0.81	-2.1	24
-168.18	52.4	29	1.18	-0.99	-0.19	1.14	0.26	-0.79	25
-168.28	52.73	53	7.51	-5.81	-1.7	8.2	3.42	-6.93	23
-169.74	52.21	39	2.64	-2.3	-0.34	1.63	0.4	-1.57	25
-173.68	52.35	15	0.26	0.1	-0.36	1.66	0.54	-0.26	24
-176.0	51.08	38	1.06	-0.77	-0.29	1.36	1.03	-0.47	26
-175.41	51.47	32	4.81	-4.52	-0.29	4.89	3.48	-2.65	24
-175.57	51.53	38	7.55	-6.2	-1.35	7.13	5.14	-3.76	24
-171.48	52.18	44	8.61	-8.08	-0.53	7.06	-1.71	-2.02	24
-169.65	52.49	26	1.44	-0.43	-1.0	0.34	2.65	-1.48	24
-169.69	52.54	20	2.66	-0.6	-2.06	0.13	5.14	-2.56	24
-176.31	50.93	17	0.94	-0.81	-0.13	1.02	0.79	-0.54	24
-153.75	60.16	184	1.36	-1.05	-0.31	-0.18	0.96	0.43	24
-152.98	55.78	33	1.57	-0.98	-0.59	5.84	4.38	-0.65	25
-175.77	51.73	40	7.07	-5.16	-1.91	6.95	7.4	-5.85	23
-175.97	51.57	38	1.17	-1.06	-0.1	1.31	0.64	-0.61	25
-179.21	51.19	34	6.0	-6.69	0.69	8.45	5.13	-2.03	25
-132.51	52.36	15	1.1	-0.78	-0.32	0.55	-0.53	0.5	24
-168.37	52.48	16	3.78	-2.49	-1.29	4.84	1.21	-2.71	24
-151.21	56.3	15	1.11	-1.19	0.07	4.15	2.91	-0.67	24
-120.08	33.74	10	3.76	-4.32	0.56	1.26	-3.56	1.74	24
-167.66	52.47	35	1.57	-1.56	-0.02	1.28	0.65	-0.97	24
-152.48	59.83	124	1.93	-3.6	1.67	0.02	2.19	0.94	24
-161.24	54.53	47	1.31	-1.4	0.09	0.92	0.64	-0.64	25
-157.53	55.44	21	3.81	-2.89	-0.92	7.2	3.79	-1.84	25
-141.39	60.5	19	0.76	-0.88	0.12	1.69	0.18	-0.06	27
-173.53	51.63	32	3.17	-2.67	-0.5	5.73	1.82	-3.03	23
-141.2	60.63	15	0.68	-0.67	-0.01	1.19	0.66	-0.1	24
-168.17	52.71	30	1.99	-1.86	-0.13	1.04	0.1	-0.97	24
-166.84	52.43	38	2.09	-2.1	0.01	1.16	0.63	-1.13	25
-127.72	62.77	15	3.53	-3.8	0.26	-0.02	-3.56	0.76	23
-170.56	51.85	43	5.63	-5.28	-0.35	3.04	2.05	-2.67	23
-165.29	54.06	71	1.48	-0.42	-1.06	-2.57	-0.23	-0.87	24
-178.4	51.42	40	8.7	-9.87	1.17	7.21	4.76	-2.5	24
-173.49	51.91	35	5.6	-6.03	0.42	5.66	-2.75	0.5	23
-173.39	52.35	77	8.48	-6.75	-1.73	1.38	3.25	-2.22	23
-169.03	52.02	20	5.65	-5.59	-0.06	4.31	-0.83	-1.56	23
-168.81	52.27	20	1.72	-1.34	-0.39	1.54	0.48	-1.22	24
-167.7	52.96	36	2.48	-1.94	-0.54	1.91	0.83	-0.9	26
-160.29	54.74	54	1.8	-1.94	0.14	1.91	-0.88	0.16	24
-178.47	51.5	25	0.51	-0.54	0.03	0.44	-1.52	0.13	24
-154.16	56.2	34	0.57	-0.48	-0.1	1.04	0.61	-0.29	24
-169.4	52.04	38	1.33	-1.0	-0.33	0.52	0.55	-1.11	24
-169.16	52.15	30	2.26	-1.69	-0.57	1.64	0.76	-1.74	24
-160.53	54.69	59	6.59	-6.48	-0.11	4.27	2.14	-5.11	23
-175.83	51.78	55	1.01	-0.92	-0.08	0.52	0.48	-0.45	25
-167.83	52.33	24	2.39	-1.75	-0.63	1.44	0.71	-1.83	24
-174.82	51.48	15	1.49	-1.17	-0.33	1.41	1.35	-0.87	24
-163.97	53.61	23	3.11	-3.75	0.64	3.93	3.49	-1.89	23
-168.78	52.45	27	1.15	-1.36	0.22	1.25	-0.14	-0.71	24
-165.58	53.34	33	3.89	-1.63	-2.26	-2.02	0.95	0.69	24
-164.47	54.22	49	2.89	-2.28	-0.6	-3.0	1.15	2.7	23
-166.21	52.99	36	9.05	-6.01	-3.04	-1.64	1.62	4.46	24
-176.7	51.65	49	1.71	-1.55	-0.17	0.69	0.58	-0.67	24
-178.32	51.75	66	4.38	-3.41	-0.97	0.55	2.14	-2.76	23
-161.41	54.3	44	0.42	0.69	-1.11	0.88	0.94	-0.25	24
-141.18	60.12	15	0.52	-0.58	0.05	1.31	-0.02	0.25	24
-168.28	52.34	23	9.08	-8.22	-0.85	6.2	4.36	-4.54	23
-177.55	51.21	42	8.31	-9.06	0.76	6.28	5.04	-3.38	24
-176.63	51.83	65	1.66	-1.53	-0.12	0.65	0.69	-0.76	24
-173.98	51.64	34	5.13	0.87	-6.01	-0.14	-5.06	-2.45	23
-163.34	53.7	15	5.16	-2.35	-2.81	3.31	3.51	-3.21	23
-165.08	53.66	56	9.84	-7.91	-1.94	3.34	3.27	-6.63	23
-178.88	51.79	58	4.09	-3.56	-0.54	2.0	1.5	-0.04	23
-161.57	54.44	32	2.14	-2.74	0.6	7.41	1.53	-1.85	23
-151.38	56.91	19	1.37	-0.6	-0.77	3.8	3.49	-1.11	24
-167.25	52.74	10	1.14	-1.04	-0.11	2.1	0.55	-0.88	25
-167.33	52.61	16	1.98	-1.86	-0.12	2.12	1.42	-1.1	24
-177.41	51.4	42	1.03	-1.24	0.21	0.73	0.64	-0.42	24
-120.66	35.67	11	1.23	-0.88	-0.35	-0.99	-0.37	0.96	24
-154.56	55.57	10	0.13	-0.23	0.1	1.07	0.93	-0.1	25
-159.0	54.63	19	3.48	-2.94	-0.53	5.38	2.76	-1.94	25
-158.98	54.51	40	6.3	-6.09	-0.21	5.34	4.32	-4.15	24
-169.87	51.76	47	1.77	-1.49	-0.27	0.77	0.8	-1.12	24
-140.75	61.39	13	1.54	-1.38	-0.16	0.47	0.16	0.62	24
-120.66	36.42	14	3.55	-1.39	-2.16	1.17	-1.66	1.58	25
-173.45	51.11	10	0.85	-0.66	-0.19	1.08	0.34	-0.45	25
-121.38	35.81	10	0.7	0.22	-0.92	0.77	1.39	0.11	24
-141.44	60.21	17	3.91	-3.63	-0.28	6.34	0.52	-0.48	24
-120.41	36.24	15	3.09	1.17	-4.26	3.31	-3.06	2.67	23
-121.33	35.41	10	4.33	-0.5	-3.83	0.0	0.0	0.02	24
-121.19	35.87	10	6.57	2.73	-9.3	0.0	0.0	1.79	23
-167.91	52.01	15	3.77	-1.92	-1.86	5.21	4.48	-1.6	23
-164.08	54.16	70	8.31	-5.61	-2.7	-0.12	0.18	-1.71	24
-179.4	51.47	46	8.66	-9.51	0.85	5.84	6.38	-2.43	23
-168.27	52.41	45	9.55	-5.65	-3.89	8.22	2.69	-5.38	23
-176.92	52.0	42	1.89	-1.78	-0.12	1.07	1.62	-0.74	24
-171.06	52.2	36	1.25	-1.4	0.15	1.23	0.48	-0.43	24
-165.01	53.62	34	1.39	-0.3	-1.09	0.27	2.74	-1.51	24
-173.32	51.84	24	3.11	-3.03	-0.08	2.49	1.33	-1.75	24
-173.29	51.98	20	5.71	-4.94	-0.77	7.45	3.35	-3.13	23
-146.65	60.4	31	0.0	-0.51	0.51	1.77	0.7	0.02	24
-165.17	53.47	46	6.73	-6.46	-0.27	3.32	1.3	-3.47	24
-175.74	52.0	65	4.51	-3.22	-1.29	1.4	0.86	-2.54	23
-175.2	51.97	42	1.36	-0.82	-0.55	0.26	1.44	-0.88	24
